Placering;Teknisk plads;Equipment;Betegnelse;Skinnestreng;Spornummer;Fra kilometer;GPS_NORTH;GPS_EAST;Placering_Lokation
AB;247000-SPOR 11;10717721;Isolerklæbestød Km 247,940 spor 11 V;Venstre;11;247,940 Km;57,039203000;9,917507000;SPOR
AB;247000-SPOR 16;10717722;Isolerklæbestød Km 248,750 spor 16 H;Højre;16;248,750 Km;57,046022000;9,913940000;SPOR
AB;247000-SPOR 16;10717723;Isolerklæbestød Km 248,750 spor 16 V;Venstre;16;248,750 Km;57,046022000;9,913940000;SPOR
AB;247000-SPOR 16;10717724;Isolerklæbestød Km 248,580 spor 16 H;Højre;16;248,580 Km;57,044660000;9,915107000;SPOR
AB;247000-SPOR 16;10717725;Isolerklæbestød Km 248,580 spor 16 V;Venstre;16;248,580 Km;57,044660000;9,915107000;SPOR
AB;247000-SPOR 17;10717726;Isolerklæbestød Km 248,820 spor 17 H;Højre;17;248,820 Km;57,046613000;9,913381000;SPOR
AB;247000-SPOR 17;10717727;Isolerklæbestød Km 248,820 spor 17 V;Venstre;17;248,820 Km;57,046613000;9,913381000;SPOR
AB;247000-SPOR 2;10717728;Isolerklæbestød Km 248,615 spor 2 H;Højre;2;248,615 Km;57,044987000;9,915010000;SPOR
AB;247000-SPOR 2;10717729;Isolerklæbestød Km 248,615 spor 2 V;Venstre;2;248,615 Km;57,044987000;9,915010000;SPOR
AB;247000-SPOR 2;10717730;Isolerklæbestød Km 248,533 spor 2 H;Højre;2;248,533 Km;57,044381000;9,915672000;SPOR
AB;247000-SPOR 2;10717731;Isolerklæbestød Km 248,533 spor 2 V;Venstre;2;248,533 Km;57,044381000;9,915672000;SPOR
AB;247000-SPOR 2;10717732;Isolerklæbestød Km 248,505 spor 2 H;Højre;2;248,505 Km;57,044128000;9,915934000;SPOR
AB;247000-SPOR 2;10717733;Isolerklæbestød Km 248,505 spor 2 V;Venstre;2;248,505 Km;57,044128000;9,915934000;SPOR
AB;247000-SPOR 2;10717734;Isolerklæbestød Km 248,170 spor 2 H;Højre;2;248,170 Km;57,041245000;9,917676000;SPOR
AB;247000-SPOR 2;10717735;Isolerklæbestød Km 248,170 spor 2 V;Venstre;2;248,170 Km;57,041245000;9,917676000;SPOR
AB;247000-SPOR 2;10717736;Isolerklæbestød Km 248,100 spor 2 H;Højre;2;248,100 Km;57,040593000;9,917813000;SPOR
AB;247000-SPOR 2;10717737;Isolerklæbestød Km 248,100 spor 2 V;Venstre;2;248,100 Km;57,040593000;9,917813000;SPOR
AB;247000-SPOR 2;10717738;Isolerklæbestød Km 248,029 spor 2 V;Venstre;2;248,029 Km;57,039941000;9,917752000;SPOR
AB;247000-SPOR 2;10717739;Isolerklæbestød Km 248,028 spor 2 H;Højre;2;248,028 Km;57,039941000;9,917752000;SPOR
AB;247000-SPOR 20;10717740;Isolerklæbestød Km 247,813 spor 20 H;Højre;20;247,813 Km;57,038026000;9,917038000;SPOR
AB;247000-SPOR 20;10717741;Isolerklæbestød Km 247,800 spor 20 H;Højre;20;247,800 Km;57,037936000;9,916962000;SPOR
AB;247000-SPOR 20;10717742;Isolerklæbestød Km 247,800 spor 20 V;Venstre;20;247,800 Km;57,037936000;9,916962000;SPOR
AB;247000-SPOR 21;10717743;Isolerklæbestød Km 246,780 spor 21 H;Højre;21;246,780 Km;57,029293000;9,912694000;SPOR
AB;247000-SPOR 21;10717744;Isolerklæbestød Km 246,780 spor 21 V;Venstre;21;246,780 Km;57,029293000;9,912694000;SPOR
AB;247000-SPOR 21;10717745;Isolerklæbestød Km 247,265 spor 21 H;Højre;21;247,265 Km;57,033522000;9,913668000;SPOR
AB;247000-SPOR 21;10717746;Isolerklæbestød Km 247,580 spor 21 H;Højre;21;247,580 Km;57,036197000;9,915594000;SPOR
AB;247000-SPOR 21;10717747;Isolerklæbestød Km 247,580 spor 21 V;Venstre;21;247,580 Km;57,036197000;9,915594000;SPOR
AB;247000-SPOR 22;10717748;Isolerklæbestød Km 247,630 spor 22 H;Højre;22;247,630 Km;57,036581000;9,915832000;SPOR
AB;247000-SPOR 22;10717749;Isolerklæbestød Km 247,630 spor 22 V;Venstre;22;247,630 Km;57,036581000;9,915832000;SPOR
AB;247000-SPOR 22;10717750;Isolerklæbestød Km 247,580 spor 22 H;Højre;22;247,580 Km;57,036205000;9,915559000;SPOR
AB;247000-SPOR 22;10717751;Isolerklæbestød Km 247,580 spor 22 V;Venstre;22;247,580 Km;57,036205000;9,915559000;SPOR
AB;247000-SPOR 22;10717752;Isolerklæbestød Km 247,265 spor 22 H;Højre;22;247,265 Km;57,033526000;9,913631000;SPOR
AB;247000-SPOR 22;10717753;Isolerklæbestød Km 246,753 spor 22 H;Højre;22;246,753 Km;57,029002000;9,912563000;SPOR
AB;247000-SPOR 22;10717754;Isolerklæbestød Km 246,753 spor 22 V;Venstre;22;246,753 Km;57,029002000;9,912563000;SPOR
AB;247000-SPOR 22;10717755;Isolerklæbestød Km 246,667 spor 22 H;Højre;22;246,667 Km;57,028221000;9,912426000;SPOR
AB;247000-SPOR 22;10717756;Isolerklæbestød Km 246,667 spor 22 V;Venstre;22;246,667 Km;57,028221000;9,912426000;SPOR
AB;247000-SPOR 23;10717757;Isolerklæbestød Km 247,786 spor 23 H;Højre;23;247,786 Km;57,037854000;9,916841000;SPOR
AB;247000-SPOR 23;10717758;Isolerklæbestød Km 247,767 spor 23 V;Venstre;23;247,767 Km;57,037696000;9,916709000;SPOR
AB;247000-SPOR 23;10717759;Isolerklæbestød Km 247,767 spor 23 H;Højre;23;247,767 Km;57,037696000;9,916709000;SPOR
AB;247000-SPOR 23;10717760;Isolerklæbestød Km 247,683 spor 23 H;Højre;23;247,683 Km;57,037259000;9,916349000;SPOR
AB;247000-SPOR 23;10717761;Isolerklæbestød Km 247,683 spor 23 V;Venstre;23;247,683 Km;57,037259000;9,916349000;SPOR
AB;247000-SPOR 23;10717762;Isolerklæbestød Km 247,646 spor 23 V;Venstre;23;247,646 Km;57,037010000;9,916140000;SPOR
AB;247000-SPOR 23;10717763;Isolerklæbestød Km 247,640 spor 23 H;Højre;23;247,640 Km;57,037010000;9,916140000;SPOR
AB;247000-SPOR 23;10717764;Isolerklæbestød Km 247,622 spor 23 V;Venstre;23;247,622 Km;57,036512000;9,915728000;SPOR
AB;247000-SPOR 23;10717765;Isolerklæbestød Km 247,617 spor 23 H;Højre;23;247,617 Km;57,036512000;9,915728000;SPOR
AB;247000-SPOR 23;10717766;Isolerklæbestød Km 247,561 spor 23 H;Højre;23;247,561 Km;57,035992000;9,915290000;SPOR
AB;247000-SPOR 23;10717767;Isolerklæbestød Km 247,561 spor 23 V;Venstre;23;247,561 Km;57,035992000;9,915290000;SPOR
AB;247000-SPOR 23;10717768;Isolerklæbestød Km 247,220 spor 23 H;Højre;23;247,220 Km;57,033129000;9,913376000;SPOR
AB;247000-SPOR 23;10717769;Isolerklæbestød Km 247,220 spor 23 V;Venstre;23;247,220 Km;57,033129000;9,913376000;SPOR
AB;247000-SPOR 23;10717770;Isolerklæbestød Km 247,097 spor 23 V;Venstre;23;247,097 Km;57,032063000;9,913045000;SPOR
AB;247000-SPOR 23;10717771;Isolerklæbestød Km 247,096 spor 23 H;Højre;23;247,096 Km;57,032063000;9,913045000;SPOR
AB;247000-SPOR 23;10717772;Isolerklæbestød Km 246,778 spor 23 H;Højre;23;246,778 Km;57,029221000;9,912535000;SPOR
AB;247000-SPOR 23;10717773;Isolerklæbestød Km 246,778 spor 23 V;Venstre;23;246,778 Km;57,029221000;9,912535000;SPOR
AB;247000-SPOR 23;10717774;Isolerklæbestød Km 246,702 spor 23 H;Højre;23;246,702 Km;57,028537000;9,912413000;SPOR
AB;247000-SPOR 23;10717775;Isolerklæbestød Km 246,655 spor 23 V;Venstre;23;246,655 Km;57,028120000;9,912333000;SPOR
AB;247000-SPOR 23;10717776;Isolerklæbestød Km 246,652 spor 23 H;Højre;23;246,652 Km;57,028120000;9,912333000;SPOR
AB;247000-SPOR 23;10717777;Isolerklæbestød Km 246,559 spor 23 H;Højre;23;246,559 Km;57,027329000;9,912196000;SPOR
AB;247000-SPOR 23;10717778;Isolerklæbestød Km 246,559 spor 23 V;Venstre;23;246,559 Km;57,027329000;9,912196000;SPOR
AB;247000-SPOR 23;10717779;Isolerklæbestød Km 246,475 spor 23 V;Venstre;23;246,475 Km;57,026575000;9,912066000;SPOR
AB;247000-SPOR 23;10717780;Isolerklæbestød Km 246,474 spor 23 H;Højre;23;246,474 Km;57,026575000;9,912066000;SPOR
AB;247000-SPOR 23;10717781;Isolerklæbestød Km 246,327 spor 23 V;Venstre;23;246,327 Km;57,025176000;9,911861000;SPOR
AB;247000-SPOR 23;10717782;Isolerklæbestød Km 246,326 spor 23 H;Højre;23;246,326 Km;57,025176000;9,911861000;SPOR
AB;247000-SPOR 23;10717783;Isolerklæbestød Km 245,696 spor 23 H;Højre;23;245,696 Km;57,019513000;9,911629000;SPOR
AB;247000-SPOR 23;10717784;Isolerklæbestød Km 245,696 spor 23 V;Venstre;23;245,696 Km;57,019513000;9,911629000;SPOR
AB;247000-SPOR 23;10717785;Isolerklæbestød Km 245,637 spor 23 V;Venstre;23;245,637 Km;57,018979000;9,911490000;SPOR
AB;247000-SPOR 23;10717786;Isolerklæbestød Km 245,633 spor 23 H;Højre;23;245,633 Km;57,018979000;9,911490000;SPOR
AB;247000-SPOR 24;10717787;Isolerklæbestød Km 248,016 spor 24 H;Højre;24;248,016 Km;57,039873000;9,917562000;SPOR
AB;247000-SPOR 24;10717788;Isolerklæbestød Km 248,016 spor 24 V;Venstre;24;248,016 Km;57,039873000;9,917562000;SPOR
AB;247000-SPOR 24;10717789;Isolerklæbestød Km 247,877 spor 24 H;Højre;24;247,877 Km;57,038655000;9,917081000;SPOR
AB;247000-SPOR 24;10717790;Isolerklæbestød Km 247,877 spor 24 V;Venstre;24;247,877 Km;57,038655000;9,917081000;SPOR
AB;247000-SPOR 24;10717791;Isolerklæbestød Km 247,710 spor 24 H;Højre;24;247,710 Km;57,037298000;9,916058000;SPOR
AB;247000-SPOR 24;10717792;Isolerklæbestød Km 247,710 spor 24 V;Venstre;24;247,710 Km;57,037298000;9,916058000;SPOR
AB;247000-SPOR 24;10717793;Isolerklæbestød Km 247,640 spor 24 H;Højre;24;247,640 Km;57,036707000;9,915617000;SPOR
AB;247000-SPOR 24;10717794;Isolerklæbestød Km 247,640 spor 24 V;Venstre;24;247,640 Km;57,036707000;9,915617000;SPOR
AB;247000-SPOR 24;10717795;Isolerklæbestød Km 247,560 spor 24 H;Højre;24;247,560 Km;57,036038000;9,915114000;SPOR
AB;247000-SPOR 24;10717796;Isolerklæbestød Km 247,560 spor 24 V;Venstre;24;247,560 Km;57,036038000;9,915114000;SPOR
AB;247000-SPOR 24;10717797;Isolerklæbestød Km 247,508 spor 24 V;Venstre;24;247,508 Km;57,035713000;9,914872000;SPOR
AB;247000-SPOR 24;10717798;Isolerklæbestød Km 247,507 spor 24 H;Højre;24;247,507 Km;57,035713000;9,914872000;SPOR
AB;247000-SPOR 24;10717799;Isolerklæbestød Km 247,489 spor 24 H;Højre;24;247,489 Km;57,035610000;9,914794000;SPOR
AB;247000-SPOR 24;10717800;Isolerklæbestød Km 247,489 spor 24 V;Venstre;24;247,489 Km;57,035610000;9,914794000;SPOR
AB;247000-SPOR 24;10717801;Isolerklæbestød Km 247,456 spor 24 H;Højre;24;247,456 Km;57,035189000;9,914472000;SPOR
AB;247000-SPOR 24;10717802;Isolerklæbestød Km 247,456 spor 24 V;Venstre;24;247,456 Km;57,035189000;9,914472000;SPOR
AB;247000-SPOR 24;10717803;Isolerklæbestød Km 247,347 spor 24 H;Højre;24;247,347 Km;57,034270000;9,913826000;SPOR
AB;247000-SPOR 24;10717804;Isolerklæbestød Km 247,347 spor 24 V;Venstre;24;247,347 Km;57,034270000;9,913826000;SPOR
AB;247000-SPOR 24;10717805;Isolerklæbestød Km 246,997 spor 24 H;Højre;24;246,997 Km;57,031162000;9,912760000;SPOR
AB;247000-SPOR 24;10717806;Isolerklæbestød Km 246,938 spor 24 H;Højre;24;246,938 Km;57,030664000;9,912667000;SPOR
AB;247000-SPOR 24;10717807;Isolerklæbestød Km 246,938 spor 24 V;Venstre;24;246,938 Km;57,030664000;9,912667000;SPOR
AB;247000-SPOR 24;10717808;Isolerklæbestød Km 246,807 spor 24 H;Højre;24;246,807 Km;57,029512000;9,912457000;SPOR
AB;247000-SPOR 24;10717809;Isolerklæbestød Km 246,807 spor 24 V;Venstre;24;246,807 Km;57,029512000;9,912457000;SPOR
AB;247000-SPOR 24;10717810;Isolerklæbestød Km 246,721 spor 24 H;Højre;24;246,721 Km;57,028691000;9,912323000;SPOR
AB;247000-SPOR 24;10717811;Isolerklæbestød Km 246,721 spor 24 V;Venstre;24;246,721 Km;57,028691000;9,912323000;SPOR
AB;247000-SPOR 24;10717812;Isolerklæbestød Km 246,559 spor 24 H;Højre;24;246,559 Km;57,027241000;9,912068000;SPOR
AB;247000-SPOR 24;10717813;Isolerklæbestød Km 246,559 spor 24 V;Venstre;24;246,559 Km;57,027241000;9,912068000;SPOR
AB;247000-SPOR 24;10717814;Isolerklæbestød Km 246,468 spor 24 H;Højre;24;246,468 Km;57,026442000;9,911927000;SPOR
AB;247000-SPOR 24;10717815;Isolerklæbestød Km 246,468 spor 24 V;Venstre;24;246,468 Km;57,026442000;9,911927000;SPOR
AB;247000-SPOR 24;10717816;Isolerklæbestød Km 246,414 spor 24 H;Højre;24;246,414 Km;57,025943000;9,911834000;SPOR
AB;247000-SPOR 24;10717817;Isolerklæbestød Km 246,414 spor 24 V;Venstre;24;246,414 Km;57,025943000;9,911834000;SPOR
AB;247000-SPOR 24;10717818;Isolerklæbestød Km 246,327 spor 24 V;Venstre;24;246,327 Km;57,025165000;9,911735000;SPOR
AB;247000-SPOR 24;10717819;Isolerklæbestød Km 246,326 spor 24 H;Højre;24;246,326 Km;57,025165000;9,911735000;SPOR
AB;247000-SPOR 24;10717820;Isolerklæbestød Km 245,708 spor 24 H;Højre;24;245,708 Km;57,019520000;9,911506000;SPOR
AB;247000-SPOR 24;10717821;Isolerklæbestød Km 245,708 spor 24 V;Venstre;24;245,708 Km;57,019520000;9,911506000;SPOR
AB;247000-SPOR 24;10717822;Isolerklæbestød Km 245,636 spor 24 V;Venstre;24;245,636 Km;57,018984000;9,911354000;SPOR
AB;247000-SPOR 25;10717823;Isolerklæbestød Km 247,500 spor 25 V;Venstre;25;247,500 Km;57,035547000;9,914649000;SPOR
AB;247000-SPOR 25;10717824;Isolerklæbestød Km 247,370 spor 25 H;Højre;25;247,370 Km;57,034484000;9,913867000;SPOR
AB;247000-SPOR 25;10717825;Isolerklæbestød Km 247,370 spor 25 V;Venstre;25;247,370 Km;57,034484000;9,913867000;SPOR
AB;247000-SPOR 26;10717826;Isolerklæbestød Km 247,460 spor 26 H;Højre;26;247,460 Km;57,035235000;9,914339000;SPOR
AB;247000-SPOR 26;10717827;Isolerklæbestød Km 247,460 spor 26 V;Venstre;26;247,460 Km;57,035235000;9,914339000;SPOR
AB;247000-SPOR 26;10717828;Isolerklæbestød Km 247,570 spor 26 H;Højre;26;247,570 Km;57,036127000;9,914810000;SPOR
AB;247000-SPOR 26;10717829;Isolerklæbestød Km 247,570 spor 26 V;Venstre;26;247,570 Km;57,036127000;9,914810000;SPOR
AB;247000-SPOR 28;10717830;Isolerklæbestød Km 247,040 spor 28 H;Højre;28;247,040 Km;57,031543000;9,912743000;SPOR
AB;247000-SPOR 28;10717831;Isolerklæbestød Km 247,040 spor 28 V;Venstre;28;247,040 Km;57,031543000;9,912743000;SPOR
AB;247000-SPOR 28;10717832;Isolerklæbestød Km 246,960 spor 28 H;Højre;28;246,960 Km;57,030855000;9,912611000;SPOR
AB;247000-SPOR 28;10717833;Isolerklæbestød Km 246,960 spor 28 V;Venstre;28;246,960 Km;57,030855000;9,912611000;SPOR
AB;247000-SPOR 28;10717834;Isolerklæbestød Km 246,715 spor 28 H;Højre;28;246,715 Km;57,028624000;9,912237000;SPOR
AB;247000-SPOR 28;10717835;Isolerklæbestød Km 246,715 spor 28 V;Venstre;28;246,715 Km;57,028624000;9,912237000;SPOR
AB;247000-SPOR 28;10717836;Isolerklæbestød Km 246,450 spor 28 H;Højre;28;246,450 Km;57,026310000;9,911821000;SPOR
AB;247000-SPOR 28;10717837;Isolerklæbestød Km 246,450 spor 28 V;Venstre;28;246,450 Km;57,026310000;9,911821000;SPOR
AB;247000-SPOR 29;10717838;Isolerklæbestød Km 246,390 spor 29 H;Højre;29;246,390 Km;57,025735000;9,911723000;SPOR
AB;247000-SPOR 29;10717839;Isolerklæbestød Km 246,390 spor 29 V;Venstre;29;246,390 Km;57,025735000;9,911723000;SPOR
AB;247000-SPOR 29;10717840;Isolerklæbestød Km 246,325 spor 29 V;Venstre;29;246,325 Km;57,024796000;9,911623000;SPOR
AB;247000-SPOR 3;10717841;Isolerklæbestød Km 248,550 spor 3 H;Højre;3;248,550 Km;57,044472000;9,915506000;SPOR
AB;247000-SPOR 3;10717842;Isolerklæbestød Km 248,550 spor 3 V;Venstre;3;248,550 Km;57,044472000;9,915506000;SPOR
AB;247000-SPOR 3;10717843;Isolerklæbestød Km 248,505 spor 3 H;Højre;3;248,505 Km;57,044100000;9,915872000;SPOR
AB;247000-SPOR 3;10717844;Isolerklæbestød Km 248,505 spor 3 V;Venstre;3;248,505 Km;57,044100000;9,915872000;SPOR
AB;247000-SPOR 3;10717845;Isolerklæbestød Km 248,410 spor 3 H;Højre;3;248,410 Km;57,043269000;9,916475000;SPOR
AB;247000-SPOR 3;10717846;Isolerklæbestød Km 248,410 spor 3 V;Venstre;3;248,410 Km;57,043269000;9,916475000;SPOR
AB;247000-SPOR 3;10717847;Isolerklæbestød Km 248,370 spor 3 H;Højre;3;248,370 Km;57,042954000;9,916651000;SPOR
AB;247000-SPOR 3;10717848;Isolerklæbestød Km 248,370 spor 3 V;Venstre;3;248,370 Km;57,042954000;9,916651000;SPOR
AB;247000-SPOR 3;10717849;Isolerklæbestød Km 248,140 spor 3 H;Højre;3;248,140 Km;57,040953000;9,917633000;SPOR
AB;247000-SPOR 3;10717850;Isolerklæbestød Km 248,140 spor 3 V;Venstre;3;248,140 Km;57,040953000;9,917633000;SPOR
AB;247000-SPOR 3;10717851;Isolerklæbestød Km 248,058 spor 3 H;Højre;3;248,058 Km;57,040148000;9,917763000;SPOR
AB;247000-SPOR 3;10717852;Isolerklæbestød Km 248,058 spor 3 V;Venstre;3;248,058 Km;57,040148000;9,917763000;SPOR
AB;247000-SPOR 3;10717853;Isolerklæbestød Km 248,039 spor 3 H;Højre;3;248,039 Km;57,039979000;9,917757000;SPOR
AB;247000-SPOR 3;10717854;Isolerklæbestød Km 248,039 spor 3 V;Venstre;3;248,039 Km;57,039979000;9,917757000;SPOR
AB;247000-SPOR 3;10717855;Isolerklæbestød Km 247,910 spor 3 H;Højre;3;247,910 Km;57,038860000;9,917444000;SPOR
AB;247000-SPOR 3;10717856;Isolerklæbestød Km 247,910 spor 3 V;Venstre;3;247,910 Km;57,038860000;9,917444000;SPOR
AB;247000-SPOR 3;10717857;Isolerklæbestød Km 247,880 spor 3 H;Højre;3;247,880 Km;57,038619000;9,917324000;SPOR
AB;247000-SPOR 3;10717858;Isolerklæbestød Km 247,880 spor 3 V;Venstre;3;247,880 Km;57,038619000;9,917324000;SPOR
AB;247000-SPOR 34;10717859;Isolerklæbestød Km 247,813 spor 34 H;Højre;34;247,813 Km;57,037992000;9,917142000;SPOR
AB;247000-SPOR 4;10717860;Isolerklæbestød Km 250,137 spor 4 H;Højre;4;250,137 Km;57,057538000;9,909776000;SPOR
AB;247000-SPOR 4;10717861;Isolerklæbestød Km 250,137 spor 4 V;Venstre;4;250,137 Km;57,057538000;9,909776000;SPOR
AB;247000-SPOR 4;10717862;Isolerklæbestød Km 250,082 spor 4 H;Højre;4;250,082 Km;57,057130000;9,909425000;SPOR
AB;247000-SPOR 4;10717863;Isolerklæbestød Km 250,082 spor 4 V;Venstre;4;250,082 Km;57,057130000;9,909425000;SPOR
AB;247000-SPOR 4;10717864;Isolerklæbestød Km 250,004 spor 4 H;Højre;4;250,004 Km;57,056512000;9,908866000;SPOR
AB;247000-SPOR 4;10717865;Isolerklæbestød Km 250,004 spor 4 V;Venstre;4;250,004 Km;57,056512000;9,908866000;SPOR
AB;247000-SPOR 4;10717866;Isolerklæbestød Km 249,895 spor 4 V;Venstre;4;249,895 Km;57,055556000;9,908125000;SPOR
AB;247000-SPOR 4;10717867;Isolerklæbestød Km 249,380 spor 4 H;Højre;4;249,380 Km;57,050955000;9,909323000;SPOR
AB;247000-SPOR 4;10717868;Isolerklæbestød Km 249,380 spor 4 V;Venstre;4;249,380 Km;57,050955000;9,909323000;SPOR
AB;247000-SPOR 4;10717869;Isolerklæbestød Km 248,900 spor 4 H;Højre;4;248,900 Km;57,047201000;9,912939000;SPOR
AB;247000-SPOR 4;10717870;Isolerklæbestød Km 248,815 spor 4 H;Højre;4;248,815 Km;57,046610000;9,913459000;SPOR
AB;247000-SPOR 4;10717871;Isolerklæbestød Km 248,815 spor 4 V;Venstre;4;248,815 Km;57,046610000;9,913459000;SPOR
AB;247000-SPOR 4;10717872;Isolerklæbestød Km 248,731 spor 4 H;Højre;4;248,731 Km;57,045850000;9,914187000;SPOR
AB;247000-SPOR 4;10717873;Isolerklæbestød Km 248,731 spor 4 V;Venstre;4;248,731 Km;57,045850000;9,914187000;SPOR
AB;247000-SPOR 4;10717874;Isolerklæbestød Km 248,630 spor 4 H;Højre;4;248,630 Km;57,045093000;9,914819000;SPOR
AB;247000-SPOR 4;10717875;Isolerklæbestød Km 248,630 spor 4 V;Venstre;4;248,630 Km;57,045093000;9,914819000;SPOR
AB;247000-SPOR 4;10717876;Isolerklæbestød Km 248,620 spor 4 V;Venstre;4;248,620 Km;57,044970000;9,914925000;SPOR
AB;247000-SPOR 4;10717877;Isolerklæbestød Km 248,620 spor 4 V;Venstre;4;248,620 Km;57,044970000;9,914925000;SPOR
AB;247000-SPOR 4;10717878;Isolerklæbestød Km 248,535 spor 4 H;Højre;4;248,535 Km;57,044327000;9,915533000;SPOR
AB;247000-SPOR 4;10717879;Isolerklæbestød Km 248,535 spor 4 V;Venstre;4;248,535 Km;57,044327000;9,915533000;SPOR
AB;247000-SPOR 4;10717880;Isolerklæbestød Km 248,510 spor 4 H;Højre;4;248,510 Km;57,044083000;9,915684000;SPOR
AB;247000-SPOR 4;10717881;Isolerklæbestød Km 248,510 spor 4 V;Venstre;4;248,510 Km;57,044083000;9,915684000;SPOR
AB;247000-SPOR 4;10717882;Isolerklæbestød Km 248,370 spor 4 H;Højre;4;248,370 Km;57,042959000;9,916470000;SPOR
AB;247000-SPOR 4;10717883;Isolerklæbestød Km 248,139 spor 4 H;Højre;4;248,139 Km;57,040936000;9,917484000;SPOR
AB;247000-SPOR 4;10717884;Isolerklæbestød Km 248,139 spor 4 V;Venstre;4;248,139 Km;57,040936000;9,917484000;SPOR
AB;247000-SPOR 4;10717885;Isolerklæbestød Km 248,080 spor 4 H;Højre;4;248,080 Km;57,040387000;9,917591000;SPOR
AB;247000-SPOR 4;10717886;Isolerklæbestød Km 248,080 spor 4 V;Venstre;4;248,080 Km;57,040387000;9,917591000;SPOR
AB;247000-SPOR 5;10717887;Isolerklæbestød Km 248,510 spor 5 V;Venstre;5;248,510 Km;57,044077000;9,915574000;SPOR
AB;247000-SPOR 90;10717888;Isolerklæbestød Km 247,587 spor 90 H;Højre;90;247,587 Km;57,036201000;9,915674000;SPOR
AB;247000-SPOR 90;10717889;Isolerklæbestød Km 247,587 spor 90 V;Venstre;90;247,587 Km;57,036201000;9,915674000;SPOR
AB;247000-SPOR 90;10717890;Isolerklæbestød Km 247,320 spor 90 H;Højre;90;247,320 Km;57,034039000;9,914023000;SPOR
AB;247000-SPOR 90;10717891;Isolerklæbestød Km 247,320 spor 90 V;Venstre;90;247,320 Km;57,034039000;9,914023000;SPOR
AB;247000-SPOR 90;10717892;Isolerklæbestød Km 247,260 spor 90 H;Højre;90;247,260 Km;57,033510000;9,913756000;SPOR
AB;247000-SPOR 90;10717893;Isolerklæbestød Km 247,260 spor 90 V;Venstre;90;247,260 Km;57,033510000;9,913756000;SPOR
AB;247000-SPOR 90;10717894;Isolerklæbestød Km 247,220 spor 90 H;Højre;90;247,220 Km;57,033148000;9,913588000;SPOR
AB;247000-SPOR 90;10717895;Isolerklæbestød Km 247,220 spor 90 V;Venstre;90;247,220 Km;57,033148000;9,913588000;SPOR
AB;247000-SPOR 92;10717896;Isolerklæbestød Km 247,320 spor 92 H;Højre;92;247,320 Km;57,033990000;9,914115000;SPOR
AB;247000-SPOR 92;10717897;Isolerklæbestød Km 247,320 spor 92 V;Venstre;92;247,320 Km;57,033990000;9,914115000;SPOR
AB;247000-SPOR 95;10717898;Isolerklæbestød Km 247,320 spor 95 H;Højre;95;247,320 Km;57,033133000;9,913711000;SPOR
AB;247000-SPOR 95;10717899;Isolerklæbestød Km 247,320 spor 95 V;Venstre;95;247,320 Km;57,033133000;9,913711000;SPOR
AB;247000-SPOR 95;10717900;Isolerklæbestød Km 247,670 spor 95 H;Højre;95;247,670 Km;57,036786000;9,916615000;SPOR
AB;247000-SPOR 95;10717901;Isolerklæbestød Km 247,670 spor 95 V;Venstre;95;247,670 Km;57,036786000;9,916615000;SPOR
AB;247000-SPOR 95;10717902;Isolerklæbestød Km 247,680 spor 95 H;Højre;95;247,680 Km;57,036833000;9,916721000;SPOR
AB;247000-SPOR 96;10717903;Isolerklæbestød Km 246,800 spor 96 H;Højre;96;246,800 Km;57,029425000;9,912812000;SPOR
AB;247000-SPOR 96;10717904;Isolerklæbestød Km 246,800 spor 96 V;Venstre;96;246,800 Km;57,029425000;9,912812000;SPOR
AB;247000-SPOR 96;10717905;Isolerklæbestød Km 247,156 spor 96 H;Højre;96;247,156 Km;57,032553000;9,913424000;SPOR
AB;247000-SPOR 96;10717906;Isolerklæbestød Km 247,155 spor 96 V;Venstre;96;247,155 Km;57,032553000;9,913424000;SPOR
AB;247000-SPOR 97;10717907;Isolerklæbestød Km 246,625 spor 97 H;Højre;97;246,625 Km;57,027834000;9,912437000;SPOR
AB;247000-SPOR 97;10717908;Isolerklæbestød Km 246,625 spor 97 V;Venstre;97;246,625 Km;57,027834000;9,912437000;SPOR
AB;247000-SPOR 97;10717909;Isolerklæbestød Km 246,740 spor 97 H;Højre;97;246,740 Km;57,028899000;9,912698000;SPOR
AB;247000-SPOR 97;10717910;Isolerklæbestød Km 246,740 spor 97 V;Venstre;97;246,740 Km;57,028899000;9,912698000;SPOR
AB;247000-SPOR 98 (KPM24);10717911;Isolerklæbestød Km 246,540 spor 98 H;Højre;98;246,540 Km;57,027084000;9,912243000;SPOR
AB;247000-SPOR 98 (KPM24);10717912;Isolerklæbestød Km 246,550 spor 98 H;Højre;98;246,550 Km;57,027221000;9,912268000;SPOR
AB;247000-SPOR 98 (KPM24);10717913;Isolerklæbestød Km 246,560 spor 98 H;Højre;98;246,560 Km;57,027312000;9,912276000;SPOR
AB;247000-SPOR 98 (KPM24);10717914;Isolerklæbestød Km 246,560 spor 98 V;Venstre;98;246,560 Km;57,027312000;9,912276000;SPOR
AB;247000-SPSK 01A;10718248;Isolerklæbestød spsk 01a stødnr 9;Højre;28;246,407 Km;57,026008000;9,911768000;SPSK
AB;247000-SPSK 01A;10718249;Isolerklæbestød spsk 01a stødnr 7;Venstre;28;246,407 Km;57,026008000;9,911768000;SPSK
AB;247000-SPSK 01B;10718250;Isolerklæbestød spsk 01b stødnr 3;Højre;24;246,450 Km;57,026290000;9,911900000;SPSK
