Placering;Teknisk plads;Equipment;Betegnelse;Skinnestreng;Spornummer;Fra kilometer;GPS_NORTH;GPS_EAST;Placering_Lokation
KH;011000-SPOR 7;10336955;Isolerklæbestød km 0,114  spor 7 V;Venstre;7;0,114 Km;55,671565850;12,565882670;SPOR
KH;011000-SPOR 7;10336972;Isolerklæbestød km 0,274  spor 7 V;Venstre;7;0,274 Km;55,670153300;12,566458990;SPOR
KH;011000-SPOR 7;10336977;Isolerklæbestød km 0,309  spor 7 V;Venstre;7;0,309 Km;55,669831300;12,566475880;SPOR
KH;011000-SPOR 7;10336985;Isolerklæbestød km 0,336  spor 7 V;Venstre;7;0,336 Km;55,669577030;12,566460150;SPOR
KH;011000-SPOR 7;10336990;Isolerklæbestød km 0,363  spor 7 V;Venstre;7;0,363 Km;55,669324690;12,566421930;SPOR
KH;011000-SPOR 7;10336992;Isolerklæbestød km 0,373  spor 7 V;Venstre;7;0,373 Km;55,669231040;12,566404950;SPOR
KH;011000-SPOR 7;10336999;Isolerklæbestød km 0,392  spor 7 V;Venstre;7;0,392 Km;55,669050870;12,566372020;SPOR
KH;011000-SPOR 7;10337002;Isolerklæbestød km 0,400  spor 7 V;Venstre;7;0,400 Km;55,668973970;12,566358120;SPOR
KH;011000-SPOR 7;10337005;Isolerklæbestød km 0,422  spor 7 V;Venstre;7;0,422 Km;55,668761030;12,566332150;SPOR
KH;011000-SPOR 7;10337008;Isolerklæbestød km 0,435  spor 7 V;Venstre;7;0,435 Km;55,668634140;12,566315900;SPOR
KH;011000-SPOR 7;10337009;Isolerklæbestød km 0,442  spor 7 V;Venstre;7;0,442 Km;55,668565830;12,566302420;SPOR
KH;011000-SPOR 73A;10180646;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 73A;10184257;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 74;10180647;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 74;10184258;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 75;10180648;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 75;10184259;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 76;10180649;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 76;10184260;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 77;10180650;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 77;10184261;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 78;10180651;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 78;10184262;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 79;10180652;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 79;10184263;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 8;10180653;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 8;10184264;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 80;10180654;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 80;10184265;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 81;10180655;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 81;10184266;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 82;10180656;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 82;10184267;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 83;10180657;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 83;10184268;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 84;10180658;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 84;10184269;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 85;10180659;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 85;10184270;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 94;10180660;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 94;10184271;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 95;10180661;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 95;10184272;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 96;10180662;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 96;10184273;Isolerklæbestød: V;;;;;;
KH;011000-SPOR 99;10180663;Isolerklæbestød: H;;;;;;
KH;011000-SPOR 99;10184274;Isolerklæbestød: V;;;;;;
KH;011000-SPSK 130A;10191818;Isolerklæbestød;;;;;;
KH;011000-SPSK 130A;10462124;Isolerklæbestød 130a;;60;1,347 Km;55,663243710;12,555496910;SPSK
KH;011000-SPSK 130A;10462125;Isolerklæbestød 130a;;60;1,363 Km;55,663204520;12,555249840;SPSK
KH;011000-SPSK 131;10188962;Isolerklæbestød;;;;;;
KH;011000-SPSK 131;10462126;Isolerklæbestød 131;;65;1,144 Km;55,664351950;12,558094740;SPSK
KH;011000-SPSK 131;10462127;Isolerklæbestød 131;;65;1,198 Km;55,664188720;12,557271850;SPSK
KH;011000-SPSK 132;10188961;Isolerklæbestød;;;;;;
KH;011000-SPSK 132;10462128;Isolerklæbestød 132;;64;1,103 Km;55,664500490;12,558643790;SPSK
KH;011000-SPSK 132;10462129;Isolerklæbestød 132;;64;1,133 Km;55,664396970;12,558260850;SPSK
KH;011000-SPSK 133/194B;10187620;Isolerklæbestød;;;;;;
KH;011000-SPSK 133/194B;10462130;Isolerklæbestød 133/194b;;57;1,074 Km;55,664591270;12,558980080;SPSK
KH;011000-SPSK 133/194B;10462131;Isolerklæbestød 133/194b;;57;1,074 Km;55,664210260;12,557779680;SPSK
KH;011000-SPSK 136;10192312;Isolerklæbestød;;;;;;
KH;011000-SPSK 136;10462132;Isolerklæbestød 136;;61;1,131 Km;55,664192480;12,558355190;SPSK
KH;011000-SPSK 139A;10192311;Isolerklæbestød;;;;;;
KH;011000-SPSK 139A;10462133;Isolerklæbestød 139a;;050.01.1;1,043 Km;55,664603349;12,559527637;SPSK
KH;011000-SPSK 139A;10462134;Isolerklæbestød 139a;;050.01.1;1,043 Km;55,664603349;12,559527637;SPSK
KH;011000-SPSK 139B;10192314;Isolerklæbestød;;;;;;
KH;011000-SPSK 139B;10462135;Isolerklæbestød 139b;;16;1,165 Km;55,663906950;12,557979330;SPSK
KH;011000-SPSK 139B;10462136;Isolerklæbestød 139b;;16;1,270 Km;55,663668070;12,556319960;SPSK
KH;011000-SPSK 141A;10192307;Isolerklæbestød;;;;;;
KH;011000-SPSK 141A;10462137;Isolerklæbestød 141a;;051.050.1;0,923 Km;55,665344849;12,561059887;SPSK
KH;011000-SPSK 141B;10192310;Isolerklæbestød;;;;;;
KH;011000-SPSK 141B;10462138;Isolerklæbestød 141b;;051.050.1;0,989 Km;55,664960537;12,560321793;SPSK
KH;011000-SPSK 141B;10462139;Isolerklæbestød 141b;;051.050.1;0,989 Km;55,664960537;12,560321793;SPSK
KH;011000-SPSK 145A;10189217;Isolerklæbestød;;;;;;
KH;011000-SPSK 145A;10462140;Isolerklæbestød 145a;;050.051.1;0,761 Km;55,666210443;12,563096418;SPSK
KH;011000-SPSK 145A;10462141;Isolerklæbestød 145a;;050.051.1;0,761 Km;55,666210443;12,563096418;SPSK
KH;011000-SPSK 145B;10192303;Isolerklæbestød;;;;;;
KH;011000-SPSK 145B;10462142;Isolerklæbestød 145b;;050.051.1;0,825 Km;;;SPSK
KH;011000-SPSK 145B;10462143;Isolerklæbestød 145b;;050.051.1;0,825 Km;;;SPSK
KH;011000-SPSK 151;10192309;Isolerklæbestød;;;;;;
KH;011000-SPSK 151;10462144;Isolerklæbestød 151;;52;0,987 Km;55,665022180;12,560229220;SPSK
KH;011000-SPSK 151;10462145;Isolerklæbestød 151;;52;1,032 Km;55,664748600;12,559556120;SPSK
KH;011000-SPSK 152;10192308;Isolerklæbestød;;;;;;
KH;011000-SPSK 152;10462146;Isolerklæbestød 152;;52;0,954 Km;55,665208180;12,560642550;SPSK
KH;011000-SPSK 152;10462147;Isolerklæbestød 152;;52;0,987 Km;55,665022180;12,560229220;SPSK
KH;011000-SPSK 153;10462148;Isolerklæbestød 153;;52;0,920 Km;55,665391060;12,561048850;SPSK
KH;011000-SPSK 153;10462149;Isolerklæbestød 153;;52;0,954 Km;55,665208180;12,560642550;SPSK
KH;011000-SPSK 194A;10188960;Isolerklæbestød;;;;;;
KH;011000-SPSK 194A;10462150;Isolerklæbestød 194a;;52;1,032 Km;55,664748600;12,559556120;SPSK
KH;011000-SPSK 194A;10462151;Isolerklæbestød 194a;;52;1,032 Km;55,664748600;12,559556120;SPSK
KH;011000-SPSK 197B;10192313;Isolerklæbestød;;;;;;
KH;011000-SPSK 197B;10462152;Isolerklæbestød 197b;;64;1,080 Km;55,664572490;12,558910500;SPSK
KH;011000-SPSK 197B;10462153;Isolerklæbestød 197b;;64;1,103 Km;55,664500490;12,558643790;SPSK
KH;011000-SPSK 202A;10192304;Isolerklæbestød;;;;;;
KH;011000-SPSK 202A;10462154;Isolerklæbestød 202a;;52;0,831 Km;55,665889160;12,562153280;SPSK
KH;011000-SPSK 202A;10462155;Isolerklæbestød 202a;;52;0,920 Km;55,665391060;12,561048850;SPSK
KH;011000-SPSK 202B;10192305;Isolerklæbestød;;;;;;
KH;011000-SPSK 202B;10462156;Isolerklæbestød 202b;;052.051.1;0,872 Km;55,665630537;12,561693981;SPSK
KH;011000-SPSK 202B;10462157;Isolerklæbestød 202b;;052.051.1;0,872 Km;55,665630537;12,561693981;SPSK
KH;011000-SPSK 207A;10189216;Isolerklæbestød;;;;;;
KH;011000-SPSK 207A;10462158;Isolerklæbestød 207A;;051.052.1;0,744 Km;55,666334220;12,563255660;SPSK
KH;011000-SPSK 207A;10462159;Isolerklæbestød 207A;;051.052.1;0,775 Km;55,666193480;12,562860780;SPSK
KH;011000-SPSK 207B;10192190;Isolerklæbestød;;;;;;
KH;011000-SPSK 207B;10462160;Isolerklæbestød 207b;;52;0,831 Km;55,665889160;12,562153280;SPSK
KH;011000-SPSK 208;10189210;Isolerklæbestød;;;;;;
KH;011000-SPSK 208;10462161;Isolerklæbestød 208;;41;0,600 Km;55,667273710;12,565009390;SPSK
KH;011000-SPSK 208;10462162;Isolerklæbestød 208;;41;0,635 Km;55,667012950;12,564649580;SPSK
KH;011000-SPSK 210;10507978;Isolerklæbestød;;;;;;
KH;011000-SPSK 210;10507979;Isolerklæbestød spsk 210 stødnr 630;;45;0,726 Km;;;SPSK
KH;011000-SPSK 212;10462165;Isolerklæbestød 212;;15;0,665 Km;55,666755860;12,564422610;SPSK
KH;011000-SPSK 212;10462166;Isolerklæbestød 212;;15;0,725 Km;55,666415090;12,563674880;SPSK
KH;011000-SPSK 213A/217B;10477745;Isolerklæbestød;;;;;;
KH;011000-SPSK 213A/217B;10477754;Isolerklæbestød spsk 213a/217b stødnr 60;;47;0,637 Km;;;SPSK
KH;011000-SPSK 213A/217B;10477755;Isolerklæbestød spsk 213a/217b stødnr 60;;47;0,644 Km;;;SPSK
KH;011000-SPSK 213A/217B;10508202;Isolerklæbestød spsk 213a/217b stødnr 60;;47;0,661 Km;;;SPSK
KH;011000-SPSK 213A/217B;10508203;Isolerklæbestød spsk 213a/217b stødnr;;47;0,661 Km;;;SPSK
KH;011000-SPSK 213B;10477667;Isolerklæbestød;;;;;;
KH;011000-SPSK 213B;10477680;Isolerklæbestød spsk 213b stødnr 616;;46;0,698 Km;;;SPSK
KH;011000-SPSK 213B;10477681;Isolerklæbestød spsk 213b stødnr 629;;46;0,718 Km;;;SPSK
KH;011000-SPSK 216;10507980;Isolerklæbestød;;;;;;
KH;011000-SPSK 216;10507981;Isolerklæbestød spsk 216 stødnr 618;;55;0,666 Km;;;SPSK
KH;011000-SPSK 216;10507982;Isolerklæbestød spsk 216 stødnr 620;;55;0,686 Km;;;SPSK
KH;011000-SPSK 216;10507983;Isolerklæbestød spsk 216 stødnr;;55;0,695 Km;;;SPSK
KH;011000-SPSK 217A;10477788;Isolerklæbestød;;;;;;
KH;011000-SPSK 217A;10477801;Isolerklæbestød spsk 217a stødnr 601;;48;0,604 Km;;;SPSK
KH;011000-SPSK 217A;10477802;Isolerklæbestød spsk 217a stødnr 604;;48;0,623 Km;;;SPSK
KH;011000-SPSK 219B;10462175;Isolerklæbestød 219b;;48;0,591 Km;55,667432700;12,564797360;SPSK
KH;011000-SPSK 219B;10462176;Isolerklæbestød 219b;;48;0,623 Km;55,667257880;12,564557340;SPSK
KH;011000-SPSK 221A;10191411;Isolerklæbestød;;;;;;
KH;011000-SPSK 221A;10462177;Isolerklæbestød 221a;;20;0,484 Km;55,668103050;12,566511230;SPSK
KH;011000-SPSK 221A;10462178;Isolerklæbestød 221a;;20;0,546 Km;55,667583540;12,565947330;SPSK
KH;011000-SPSK 221B;10189218;Isolerklæbestød;;;;;;
KH;011000-SPSK 221B;10462179;Isolerklæbestød 221b;;16;0,430 Km;55,668641380;12,566760170;SPSK
KH;011000-SPSK 221B;10462180;Isolerklæbestød 221b;;16;0,498 Km;55,668021420;12,566298920;SPSK
KH;011000-SPSK 223;10507984;Isolerklæbestød;;;;;;
KH;011000-SPSK 223;10507985;Isolerklæbestød spsk 223 stødnr 606;;55;0,633 Km;;;SPSK
KH;011000-SPSK 223;10507988;Isolerklæbestød spsk 223 stødnr 609;;55;0,652 Km;;;SPSK
KH;011000-SPSK 225;10189199;Isolerklæbestød;;;;;;
KH;011000-SPSK 225;10462183;Isolerklæbestød 225;;30;0,476 Km;55,668244330;12,566163410;SPSK
KH;011000-SPSK 228;10189195;Isolerklæbestød;;;;;;
KH;011000-SPSK 228;10462184;Isolerklæbestød 228;;26;0,441 Km;55,668561750;12,566375210;SPSK
KH;011000-SPSK 228;10462185;Isolerklæbestød 228;;26;0,441 Km;55,668561750;12,566375210;SPSK
KH;011000-SPSK 230;10507997;Isolerklæbestød;;;;;;
KH;011000-SPSK 230;10507998;Isolerklæbestød spsk 230 stødnr 563;;48;0,464 Km;;;SPSK
KH;011000-SPSK 230;10507999;Isolerklæbestød spsk 223 stødnr 567;;48;0,481 Km;;;SPSK
KH;011000-SPSK 231A;10188934;Isolerklæbestød;;;;;;
KH;011000-SPSK 231A;10462188;Isolerklæbestød 231a;;2;0,379 Km;55,669143360;12,566839580;SPSK
KH;011000-SPSK 231A;10462189;Isolerklæbestød 231a;;2;0,379 Km;;;SPSK
KH;011000-SPSK 231B;10188935;Isolerklæbestød;;;;;;
KH;011000-SPSK 231B;10462190;Isolerklæbestød 231b;;24;0,410 Km;55,668861020;12,566567380;SPSK
KH;011000-SPSK 231B;10462191;Isolerklæbestød 231b;;24;0,418 Km;55,668787170;12,566520070;SPSK
KH;011000-SPSK 233A;10189209;Isolerklæbestød;;;;;;
KH;011000-SPSK 233A;10462192;Isolerklæbestød 233a;;22;0,633 Km;55,666991180;12,564709250;SPSK
KH;011000-SPSK 233A;10462193;Isolerklæbestød 233a;;22;0,634 Km;55,666984140;12,564699530;SPSK
KH;011000-SPSK 233B;10189206;Isolerklæbestød;;;;;;
KH;011000-SPSK 233B;10462194;Isolerklæbestød 233b;;40;0,565 Km;55,667474310;12,565376340;SPSK
KH;011000-SPSK 233B;10462195;Isolerklæbestød 233b;;40;0,633 Km;55,666991180;12,564709250;SPSK
KH;011000-SPSK 235A;10191482;Isolerklæbestød;;;;;;
KH;011000-SPSK 235A;10462196;Isolerklæbestød 235a;;7;0,416 Km;55,668820068;12,566328262;SPSK
KH;011000-SPSK 235B;10189196;Isolerklæbestød;;;;;;
KH;011000-SPSK 235B;10462197;Isolerklæbestød 235b;;7;0,450 Km;55,668488849;12,566275262;SPSK
KH;011000-SPSK 235B;10462198;Isolerklæbestød 235b0,450 Km;;7;0,450 Km;55,668488849;12,566275262;SPSK
KH;011000-SPSK 236;10508000;Isolerklæbestød;;;;;;
KH;011000-SPSK 236;10508001;Isolerklæbestød spsk 236 stødnr 559;;46;0,432 Km;;;SPSK
KH;011000-SPSK 236;10508002;Isolerklæbestød spsk 236 stødnr 560;;46;0,451 Km;;;SPSK
KH;011000-SPSK 237;10508041;Isolerklæbestød;;;;;;
KH;011000-SPSK 237;10508042;Isolerklæbestød spsk 237 stødnr 457;;45;0,423 Km;;;SPSK
KH;011000-SPSK 255A;10462203;Isolerklæbestød 255a;;6;0,503 Km;55,668075710;12,565438540;SPSK
KH;011000-SPSK 255B;10462204;Isolerklæbestød 255b;;48;0,537 Km;55,667827540;12,565280790;SPSK
KH;011000-SPSK 255B;10462205;Isolerklæbestød 255b;;48;0,591 Km;55,667432700;12,564797360;SPSK
KH;011000-SPSK 267A;10255143;Isolerklæbestød;;;;;;
KH;011000-SPSK 267A;10464061;Isolerklæbestød km 0,780 spor 23 H;Højre;23;0,780 Km;55,665880100;12,563327150;
KH;011000-SPSK 267A;10464062;Isolerklæbestød km 0,780 spor 23 V;Venstre;23;0,780 Km;55,665870040;12,563341390;
KH;011000-SPSK 267A;10464065;Isolerklæbestød km 0,815 spor 23 H;Højre;23;0,815 Km;55,665678710;12,562879290;SPSK
KH;011000-SPSK 267A;10464066;Isolerklæbestød sosk 267a stødnr 2;Venstre;23;0,815 Km;55,665668620;12,562893490;SPSK
KH;011000-SPSK 267B;10255155;Isolerklæbestød;;;;;;
KH;011000-SPSK 267B;10462206;Isolerklæbestød 267b;;16;0,689 Km;55,666492820;12,564370110;SPSK
KH;011000-SPSK 267B;10462207;Isolerklæbestød 267b;;16;0,749 Km;55,666114720;12,563610080;SPSK
KH;011000-SPSK 269;10188307;Isolerklæbestød;;;;;;
KH;011000-SPSK 269;10464059;Isolerklæbestød km 0,703 spor 23 H;Højre;20;0,703 Km;55,666338610;12,564284830;
KH;011000-SPSK 269;10464060;Isolerklæbestød km 0,703 spor 23 V;Venstre;20;0,703 Km;55,666338610;12,564284830;
KH;011000-SPSK 301;10189197;Isolerklæbestød;;;;;;
KH;011000-SPSK 301;10462209;Isolerklæbestød 301;;6;0,433 Km;55,668700870;12,565999350;SPSK
KH;011000-SPSK 301;10462210;Isolerklæbestød 301;;6;0,503 Km;55,668075710;12,565438540;SPSK
KH;011000-SPSK 302;10191480;Isolerklæbestød;;;;;;
KH;011000-SPSK 303;10191483;Isolerklæbestød;;;;;;
KH;011000-SPSK 303;10462211;Isolerklæbestød 303;;8;0,387 Km;55,669106080;12,566153290;SPSK
KH;011000-SPSK 303;10462212;Isolerklæbestød 303;;8;0,418 Km;55,668833580;12,566041070;SPSK
KH;011000-SPSK 304/311B;10187609;Isolerklæbestød;;;;;;
KH;011000-SPSK 304/311B;10462213;Isolerklæbestød 304/311b;;2;0,333 Km;55,669539260;12,567064290;SPSK
KH;011000-SPSK 304/311B;10462214;Isolerklæbestød 304/311b;;2;0,327 Km;55,669591720;12,567076340;SPSK
KH;011000-SPSK 307/306B;10187613;Isolerklæbestød;;;;;;
KH;011000-SPSK 307/306B;10462215;Isolerklæbestød 307/306b;;7;0,378 Km;55,669184890;12,566385130;SPSK
KH;011000-SPSK 307/306B;10462216;Isolerklæbestød 307/306b;;7;0,392 Km;55,669051540;12,566360690;SPSK
KH;011000-SPSK 307/306B;10462217;Isolerklæbestød 307/306b;;7;0,401 Km;55,668964690;12,566345740;SPSK
KH;011000-SPSK 307/306B;10462218;Isolerklæbestød 307/306b;;7;0,421 Km;55,668771260;12,566322030;SPSK
KH;011000-SPSK 308;10191479;Isolerklæbestød;;;;;;
KH;011000-SPSK 308;10462219;Isolerklæbestød 308;;1;0,330 Km;55,669553260;12,567257930;SPSK
KH;011000-SPSK 308;10462220;Isolerklæbestød 308;;1;0,330 Km;55,669553260;12,567257930;SPSK
KH;011000-SPSK 309A;10191474;Isolerklæbestød;;;;;;
KH;011000-SPSK 309A;10462221;Isolerklæbestød 309a;;7;0,285 Km;55,670052450;12,566451650;SPSK
KH;011000-SPSK 309B/306A;10187612;Isolerklæbestød;;;;;;
KH;011000-SPSK 311A;10191473;Isolerklæbestød;;;;;;
KH;011000-SPSK 311A;10462222;Isolerklæbestød 311a;;2;0,270 Km;55,670191340;12,567238740;SPSK
KH;011000-SPSK 311A;10462223;Isolerklæbestød 311a;;2;0,302 Km;55,669861220;12,567185460;SPSK
KH;011000-SPSK 311B/304;10187610;Isolerklæbestød;;;;;;
KH;011000-SPSK 313A;10190126;Isolerklæbestød;;;;;;
KH;011000-SPSK 313A;10462224;Isolerklæbestød 313a;;5;0,260 Km;55,670281850;12,566690100;SPSK
KH;011000-SPSK 313A;10462225;Isolerklæbestød 313a;;5;0,305 Km;55,669851000;12,566626710;SPSK
KH;011000-SPSK 313B;10191478;Isolerklæbestød;;;;;;
KH;011000-SPSK 313B;10462226;Isolerklæbestød 313b;;6;0,293 Km;55,669973850;12,566557690;SPSK
KH;011000-SPSK 317A;10191471;Isolerklæbestød;;;;;;
KH;011000-SPSK 317A;10462227;Isolerklæbestød 317a;;1;0,283 Km;55,670048400;12,567336740;SPSK
KH;011000-SPSK 317A;10462228;Isolerklæbestød 317a;;1;0,257 Km;55,670323390;12,567343940;SPSK
KH;011000-SPSK 317A/B;10189389;Isolerklæbestød;;;;;;
KH;011000-SPSK 317A/B;10189390;Isolerklæbestød;;;;;;
KH;011000-SPSK 317B;10191476;Isolerklæbestød;;;;;;
KH;011000-SPSK 317B;10462229;Isolerklæbestød 317b;;2;0,302 Km;55,669861220;12,567185460;SPSK
KH;011000-SPSK 317B;10462230;Isolerklæbestød 317b;;2;0,341 Km;55,669469120;12,567024580;SPSK
KH;011000-SPSK 324;10191477;Isolerklæbestød;;;;;;
KH;011000-SPSK 324;10462231;Isolerklæbestød 324;;5;0,305 Km;55,669851000;12,566626710;SPSK
KH;011000-SPSK 324;10462232;Isolerklæbestød 324;;5;0,313 Km;55,669774010;12,566615370;SPSK
KH;011000-SPSK 326A;10191472;Isolerklæbestød;;;;;;
KH;011000-SPSK 326A;10462233;Isolerklæbestød 326a;;4;0,266 Km;55,670230060;12,567097920;SPSK
KH;011000-SPSK 326B;10191475;Isolerklæbestød;;;;;;
KH;011000-SPSK 326B;10462234;Isolerklæbestød 326b;;3;0,285 Km;55,670029650;12,567163280;SPSK
KH;011000-SPSK 326B;10462235;Isolerklæbestød 326b;;3;0,333 Km;55,669539260;12,567064290;SPSK
KH;011000-SPSK 823;10192334;Isolerklæbestød;;;;;;
